132,35,296,35,296,55,132,55,abc
118,55,305,55,305,73,118,73,abc
162,73,262,73,262,93,162,93,abc
116,107,141,107,141,126,116,126,abc
141,103,163,103,163,127,141,127,abc
170,108,308,108,308,127,170,127,abc
83,130,338,130,338,146,83,146,abc
366,36,689,36,689,58,366,58,abc
414,58,641,58,641,79,414,79,abc
407,114,521,114,521,136,407,136,abc
522,116,543,116,543,143,522,143,abc
544,113,589,113,589,135,544,135,abc
592,118,612,118,612,138,592,138,abc
610,117,685,117,685,135,610,135,abc
218,233,287,233,287,255,218,255,abc
292,252,640,252,640,273,292,273,abc
137,332,578,332,578,350,137,350,abc
581,333,657,333,657,352,581,352,abc
103,349,662,349,662,373,103,373,abc
102,392,438,392,438,411,102,411,abc
438,389,536,389,536,409,438,409,abc
137,412,658,412,658,433,137,433,abc
100,433,659,433,659,455,100,455,abc
99,510,459,510,459,529,99,529,abc
136,533,658,533,658,555,136,555,abc
99,555,660,555,660,576,99,576,abc
100,613,424,613,424,633,100,633,abc
135,636,657,636,657,657,135,657,abc
99,655,446,655,446,677,99,677,abc
135,678,655,678,655,701,135,701,abc
99,700,540,700,540,721,99,721,abc
131,722,653,722,653,743,131,743,abc
98,742,621,742,621,764,98,764,abc
122,792,184,792,184,808,122,808,abc
128,808,188,808,188,822,128,822,abc
126,822,272,822,272,837,126,837,abc
129,853,204,853,204,868,129,868,abc
128,867,249,867,249,886,128,886,abc
479,792,612,792,612,810,479,810,abc
482,917,594,917,594,937,482,937,abc
374,940,392,940,392,958,374,958,abc
80,146,338,146,338,162,80,162,abc
88,161,334,161,334,177,88,177,abc
98,179,324,179,324,195,98,195,abc
103,195,318,195,318,212,103,212,abc
292,274,658,274,658,293,292,293,abc
291,293,640,293,640,313,291,313,abc
102,370,659,370,659,391,102,391,abc
100,453,659,453,659,474,100,474,abc
96,474,660,474,660,493,96,493,abc
95,492,658,492,658,513,95,513,abc
99,573,660,573,660,595,99,595,abc
99,594,658,594,658,614,99,614,abc
126,838,269,838,269,853,126,853,abc
482,812,617,812,617,833,482,833,abc
