39,39,328,39,328,62,39,62,abc
76,63,284,63,284,84,76,84,abc
590,96,683,96,683,115,590,115,abc
215,125,505,125,505,152,215,152,abc
104,162,267,162,267,185,104,185,abc
103,205,421,205,421,226,103,226,abc
104,246,682,246,682,267,104,267,abc
105,272,530,272,530,295,105,295,abc
103,311,562,311,562,336,103,336,abc
103,352,616,352,616,379,103,379,abc
104,395,641,395,641,420,104,420,abc
103,440,288,440,288,462,103,462,abc
105,483,649,483,649,506,105,506,abc
105,526,402,526,402,547,105,547,abc
102,567,562,567,562,591,102,591,abc
98,610,552,610,552,634,98,634,abc
98,652,280,652,280,675,98,675,abc
105,692,678,692,678,717,105,717,abc
102,721,680,721,680,744,102,744,abc
104,751,215,751,215,774,104,774,abc
664,824,685,824,685,843,664,843,abc
