102,62,661,62,661,83,102,83,abc
145,133,659,133,659,154,145,154,abc
104,155,658,155,658,177,104,177,abc
104,311,620,311,620,334,104,334,abc
146,334,362,334,362,360,146,360,abc
147,361,657,361,657,386,147,386,abc
100,385,656,385,656,408,100,408,abc
103,473,469,473,469,498,103,498,abc
147,498,657,498,657,522,147,522,abc
103,522,638,522,638,546,103,546,abc
145,549,655,549,655,571,145,571,abc
98,570,659,570,659,594,98,594,abc
96,594,335,594,335,614,96,614,abc
100,629,169,629,169,646,100,646,abc
110,646,236,646,236,663,110,663,abc
108,693,299,693,299,709,108,709,abc
109,707,189,707,189,723,109,723,abc
108,723,197,723,197,741,108,741,abc
462,627,575,627,575,648,462,648,abc
441,765,592,765,592,788,441,788,abc
359,930,390,930,390,959,359,959,abc
105,83,659,83,659,106,105,106,abc
106,107,643,107,643,129,106,129,abc
105,176,658,176,658,198,105,198,abc
104,198,658,198,658,222,104,222,abc
103,223,656,223,656,243,103,243,abc
102,243,658,243,658,267,102,267,abc
103,267,657,267,657,289,103,289,abc
103,288,656,288,656,311,103,311,abc
100,407,658,407,658,431,100,431,abc
102,431,658,431,658,452,102,452,abc
102,451,660,451,660,475,102,475,abc
108,662,226,662,226,676,108,676,abc
110,677,251,677,251,693,110,693,abc
