92,63,331,63,331,81,92,81,abc
136,80,284,80,284,99,136,99,abc
111,98,310,98,310,118,111,118,abc
142,125,166,125,166,147,142,147,abc
168,127,199,127,199,146,168,146,abc
204,128,282,128,282,148,204,148,abc
343,63,666,63,666,84,343,84,abc
408,82,603,82,603,103,408,103,abc
396,128,489,128,489,148,396,148,abc
493,125,514,125,514,148,493,148,abc
514,127,641,127,641,148,514,148,abc
318,152,423,152,423,172,318,172,abc
243,171,502,171,502,192,243,192,abc
150,191,594,191,594,212,150,212,abc
131,242,642,242,642,263,131,263,abc
94,267,644,267,644,292,94,292,abc
99,466,275,466,275,491,99,491,abc
129,500,642,500,642,524,129,524,abc
97,527,639,527,639,553,97,553,abc
98,555,247,555,247,580,98,580,abc
129,588,639,588,639,613,129,613,abc
94,618,639,618,639,641,94,641,abc
93,646,486,646,486,670,93,670,abc
129,679,516,679,516,701,129,701,abc
93,713,160,713,160,731,93,731,abc
105,728,325,728,325,746,105,746,abc
104,745,259,745,259,759,104,759,abc
104,760,189,760,189,773,104,773,abc
410,709,573,709,573,733,410,733,abc
356,732,624,732,624,755,356,755,abc
419,849,567,849,567,871,419,871,abc
95,294,642,294,642,320,95,320,abc
96,324,644,324,644,348,96,348,abc
97,351,641,351,641,379,97,379,abc
91,380,644,380,644,403,91,403,abc
92,409,640,409,640,433,92,433,abc
93,435,644,435,644,462,93,462,abc
102,774,206,774,206,791,102,791,abc
