63,22,285,22,285,42,63,42,abc
88,43,252,43,252,63,88,63,abc
102,71,129,71,129,87,102,87,abc
157,70,236,70,236,89,157,89,abc
52,98,286,98,286,116,52,116,abc
367,20,673,20,673,43,367,43,abc
429,43,614,43,614,61,429,61,abc
409,72,630,72,630,88,409,88,abc
434,62,497,62,497,89,434,89,abc
498,60,534,60,534,81,498,81,abc
535,59,563,59,563,79,535,79,abc
567,55,597,55,597,77,567,77,abc
413,88,493,88,493,107,413,107,abc
490,79,573,79,573,99,490,99,abc
576,73,626,73,626,93,576,93,abc
417,115,454,115,454,148,417,148,abc
477,113,571,113,571,138,477,138,abc
418,160,465,160,465,195,418,195,abc
184,126,245,126,245,147,184,147,abc
251,124,439,124,439,146,251,146,abc
251,146,652,146,652,166,251,166,abc
249,165,503,165,503,185,249,185,abc
90,191,442,191,442,213,90,213,abc
117,212,170,212,170,231,117,231,abc
413,215,508,215,508,235,413,235,abc
120,284,393,284,393,304,120,304,abc
122,303,191,303,191,323,122,323,abc
121,324,287,324,287,344,121,344,abc
90,353,306,353,306,370,90,370,abc
89,369,483,369,483,390,89,390,abc
87,395,626,395,626,416,87,416,abc
128,415,303,415,303,434,128,434,abc
129,437,205,437,205,456,129,456,abc
518,417,612,417,612,437,518,437,abc
363,479,423,479,423,501,363,501,abc
83,498,674,498,674,517,83,517,abc
91,535,314,535,314,553,91,553,abc
40,575,107,575,107,591,40,591,abc
48,595,108,595,108,612,48,612,abc
434,554,541,554,541,576,434,576,abc
443,682,537,682,537,703,443,703,abc
118,232,192,232,192,249,118,249,abc
116,248,171,248,171,266,116,266,abc
129,459,207,459,207,477,129,477,abc
523,439,612,439,612,457,523,457,abc
523,460,610,460,610,480,523,480,abc
523,482,612,482,612,498,523,498,abc
89,517,666,517,666,537,89,537,abc
49,612,131,612,131,628,49,628,abc
