57,143,81,143,81,166,57,166,abc
112,133,946,133,946,156,112,156,abc
636,102,869,102,869,124,636,124,abc
112,157,200,157,200,178,112,178,abc
60,187,91,187,91,212,60,212,abc
114,185,846,185,846,212,114,212,abc
61,297,97,297,97,318,61,318,abc
113,284,295,284,295,309,113,309,abc
111,310,203,310,203,331,111,331,abc
304,287,463,287,463,305,304,305,abc
305,305,484,305,484,336,305,336,abc
501,296,577,296,577,321,501,321,abc
628,222,945,222,945,243,628,243,abc
626,285,693,285,693,306,626,306,abc
639,308,945,308,945,330,639,330,abc
628,331,668,331,668,350,628,350,abc
642,352,943,352,943,375,642,375,abc
625,375,671,375,671,396,625,396,abc
60,468,95,468,95,491,60,491,abc
113,459,296,459,296,477,113,477,abc
304,457,459,457,459,477,304,477,abc
499,466,574,466,574,490,499,490,abc
627,404,942,404,942,424,627,424,abc
625,469,726,469,726,487,625,487,abc
636,491,903,491,903,511,636,511,abc
639,513,945,513,945,535,639,535,abc
624,538,677,538,677,560,624,560,abc
60,581,103,581,103,604,60,604,abc
112,571,296,571,296,594,112,594,abc
305,571,472,571,472,594,305,594,abc
501,583,578,583,578,605,501,605,abc
626,566,946,566,946,585,626,585,abc
492,639,515,639,515,664,492,664,abc
112,480,271,480,271,498,112,498,abc
114,595,260,595,260,616,114,616,abc
305,481,482,481,482,503,305,503,abc
305,596,481,596,481,617,305,617,abc
628,243,947,243,947,263,628,263,abc
624,262,943,262,943,284,624,284,abc
626,424,945,424,945,444,626,444,abc
627,446,948,446,948,466,627,466,abc
626,585,945,585,945,606,626,606,abc
626,606,945,606,945,627,626,627,abc
