62,215,91,215,91,238,62,238,abc
117,204,300,204,300,227,117,227,abc
309,201,469,201,469,227,309,227,abc
505,217,580,217,580,242,505,242,abc
631,109,722,109,722,128,631,128,abc
631,134,951,134,951,156,631,156,abc
633,303,826,303,826,327,633,327,abc
632,330,949,330,949,350,632,350,abc
632,392,760,392,760,415,632,415,abc
64,397,89,397,89,421,64,421,abc
119,389,301,389,301,411,119,411,abc
116,410,189,410,189,434,116,434,abc
310,389,466,389,466,409,310,409,abc
504,426,581,426,581,446,504,446,abc
642,426,733,426,733,450,642,450,abc
642,467,872,467,872,489,642,489,abc
68,554,94,554,94,574,68,574,abc
117,519,301,519,301,540,117,540,abc
117,564,194,564,194,584,117,584,abc
310,541,467,541,467,563,310,563,abc
505,503,581,503,581,525,505,525,abc
632,517,951,517,951,539,632,539,abc
633,540,709,540,709,560,633,560,abc
505,586,585,586,585,606,505,606,abc
632,586,950,586,950,607,632,607,abc
630,607,707,607,707,630,630,630,abc
496,641,529,641,529,666,496,666,abc
505,464,579,464,579,489,505,489,abc
115,227,297,227,297,249,115,249,abc
117,542,301,542,301,564,117,564,abc
311,229,489,229,489,251,311,251,abc
309,412,481,412,481,434,309,434,abc
506,527,582,527,582,550,506,550,abc
503,554,582,554,582,577,503,577,abc
505,607,582,607,582,629,505,629,abc
631,157,951,157,951,179,631,179,abc
629,179,949,179,949,201,629,201,abc
631,201,951,201,951,220,631,220,abc
631,220,949,220,949,241,631,241,abc
631,241,951,241,951,260,631,260,abc
629,260,949,260,949,281,629,281,abc
629,280,951,280,951,300,629,300,abc
634,350,952,350,952,372,634,372,abc
633,372,949,372,949,394,633,394,abc
