132,65,650,65,650,85,132,85,abc
90,84,652,84,652,103,90,103,abc
90,102,302,102,302,124,90,124,abc
133,129,295,129,295,150,133,150,abc
144,155,649,155,649,177,144,177,abc
88,176,648,176,648,195,88,195,abc
139,256,360,256,360,278,139,278,abc
363,260,649,260,649,280,363,280,abc
88,275,340,275,340,297,88,297,abc
143,303,651,303,651,323,143,323,abc
89,323,650,323,650,341,89,341,abc
90,358,144,358,144,377,90,377,abc
141,385,381,385,381,407,141,407,abc
383,387,652,387,652,407,383,407,abc
88,405,344,405,344,424,88,424,abc
344,407,652,407,652,425,344,425,abc
88,422,255,422,255,447,88,447,abc
255,424,423,424,423,446,255,446,abc
133,449,317,449,317,472,133,472,abc
131,476,263,476,263,496,131,496,abc
263,479,650,479,650,500,263,500,abc
88,496,246,496,246,516,88,516,abc
245,499,652,499,652,518,245,518,abc
87,517,369,517,369,535,87,535,abc
368,518,652,518,652,536,368,536,abc
88,534,363,534,363,553,88,553,abc
362,536,652,536,652,554,362,554,abc
86,553,265,553,265,573,86,573,abc
263,553,563,553,563,573,263,573,abc
132,578,349,578,349,601,132,601,abc
131,608,648,608,648,629,131,629,abc
88,628,648,628,648,645,88,645,abc
89,646,151,646,151,663,89,663,abc
133,670,369,670,369,695,133,695,abc
131,699,349,699,349,719,131,719,abc
351,701,647,701,647,722,351,722,abc
88,716,237,716,237,737,88,737,abc
242,720,647,720,647,740,242,740,abc
89,738,308,738,308,757,89,757,abc
308,739,648,739,648,758,308,758,abc
87,756,220,756,220,774,87,774,abc
224,756,385,756,385,776,224,776,abc
387,757,647,757,647,777,387,777,abc
87,774,291,774,291,793,87,793,abc
291,776,491,776,491,796,291,796,abc
491,776,648,776,648,798,491,798,abc
87,793,223,793,223,812,87,812,abc
128,819,275,819,275,838,128,838,abc
275,822,649,822,649,841,275,841,abc
85,836,193,836,193,855,85,855,abc
200,838,296,838,296,858,200,858,abc
298,838,393,838,393,858,298,858,abc
398,840,648,840,648,860,398,860,abc
87,854,260,854,260,874,87,874,abc
260,858,649,858,649,876,260,876,abc
86,873,323,873,323,893,86,893,abc
323,876,648,876,648,895,323,895,abc
85,892,274,892,274,912,85,912,abc
276,894,598,894,598,916,276,916,abc
627,931,652,931,652,953,627,953,abc
89,194,649,194,649,213,89,213,abc
89,213,649,213,649,231,89,231,abc
90,230,643,230,643,251,90,251,abc
92,341,649,341,649,360,92,360,abc
