58,254,81,254,81,276,58,276,abc
113,256,265,256,265,278,113,278,abc
306,244,470,244,470,264,306,264,abc
501,255,578,255,578,277,501,277,abc
639,106,873,106,873,125,639,125,abc
641,128,829,128,829,151,641,151,abc
627,159,944,159,944,179,627,179,abc
629,262,743,262,743,284,629,284,abc
639,288,944,288,944,308,639,308,abc
628,308,813,308,813,328,628,328,abc
639,332,873,332,873,354,639,354,abc
639,356,829,356,829,379,639,379,abc
55,383,82,383,82,405,55,405,abc
116,382,334,382,334,405,116,405,abc
57,462,84,462,84,491,57,491,abc
115,411,300,411,300,431,115,431,abc
114,513,194,513,194,536,114,536,abc
307,464,472,464,472,486,307,486,abc
501,453,579,453,579,474,501,474,abc
628,444,944,444,944,466,628,466,abc
629,488,759,488,759,508,629,508,abc
56,574,85,574,85,593,56,593,abc
113,550,300,550,300,573,113,573,abc
112,594,153,594,153,615,112,615,abc
307,564,473,564,473,584,307,584,abc
502,562,576,562,576,584,502,584,abc
628,544,944,544,944,567,628,567,abc
492,638,515,638,515,660,492,660,abc
115,432,299,432,299,453,115,453,abc
114,453,300,453,300,474,114,474,abc
114,474,297,474,297,494,114,494,abc
114,494,300,494,300,513,114,513,abc
113,573,299,573,299,594,113,594,abc
306,267,493,267,493,291,306,291,abc
500,475,580,475,580,497,500,497,abc
503,585,580,585,580,609,503,609,abc
628,179,945,179,945,200,628,200,abc
627,201,945,201,945,222,627,222,abc
626,220,945,220,945,242,626,242,abc
630,241,944,241,944,264,630,264,abc
626,466,945,466,945,490,626,490,abc
628,567,944,567,944,588,628,588,abc
627,588,944,588,944,609,627,609,abc
628,609,945,609,945,629,628,629,abc
