185,30,528,30,528,50,185,50,abc
253,51,460,51,460,68,253,68,abc
205,91,501,91,501,130,205,130,abc
246,146,467,146,467,168,246,168,abc
33,186,135,186,135,206,33,206,abc
179,179,327,179,327,205,179,205,abc
460,185,560,185,560,206,460,206,abc
568,178,619,178,619,206,568,206,abc
35,208,232,208,232,226,35,226,abc
297,206,429,206,429,227,297,227,abc
35,230,198,230,198,247,35,247,abc
296,230,354,230,354,247,296,247,abc
519,228,612,228,612,246,519,246,abc
60,248,179,248,179,269,60,269,abc
311,250,412,250,412,269,311,269,abc
447,246,635,246,635,268,447,268,abc
31,270,120,270,120,289,31,289,abc
162,268,218,268,218,291,162,291,abc
356,271,452,271,452,289,356,289,abc
503,268,561,268,561,297,503,297,abc
31,292,464,292,464,312,31,312,abc
310,312,350,312,350,332,310,332,abc
35,333,428,333,428,352,35,352,abc
435,332,529,332,529,352,435,352,abc
537,332,576,332,576,352,537,352,abc
580,328,645,328,645,352,580,352,abc
34,354,316,354,316,374,34,374,abc
35,376,517,376,517,395,35,395,abc
58,393,665,393,665,413,58,413,abc
238,543,473,543,473,566,238,566,abc
35,583,172,583,172,602,35,602,abc
203,576,350,576,350,602,203,602,abc
474,581,555,581,555,601,474,601,abc
568,579,609,579,609,598,568,598,abc
59,603,467,603,467,623,59,623,abc
34,618,675,618,675,642,34,642,abc
34,703,163,703,163,727,34,727,abc
58,726,181,726,181,745,58,745,abc
188,721,648,721,648,746,188,746,abc
35,747,170,747,170,767,35,767,abc
187,744,337,744,337,769,187,769,abc
472,747,556,747,556,765,472,765,abc
562,744,605,744,605,763,562,763,abc
57,766,467,766,467,787,57,787,abc
59,787,413,787,413,806,59,806,abc
60,804,505,804,505,827,60,827,abc
59,828,325,828,325,855,59,855,abc
60,889,181,889,181,905,60,905,abc
186,880,649,880,649,907,186,907,abc
61,412,688,412,688,435,61,435,abc
61,434,624,434,624,461,61,461,abc
36,640,590,640,590,662,36,662,abc
36,661,547,661,547,682,36,682,abc
559,657,683,657,683,685,559,685,abc
36,682,663,682,663,701,36,701,abc
