38,32,309,32,309,52,38,52,abc
115,51,230,51,230,71,115,71,abc
72,88,103,88,103,115,72,115,abc
105,85,147,85,147,114,105,114,abc
151,91,277,91,277,114,151,114,abc
334,29,683,29,683,51,334,51,abc
385,50,630,50,630,74,385,74,abc
381,90,491,90,491,113,381,113,abc
492,89,518,89,518,109,492,109,abc
519,88,565,88,565,113,519,113,abc
568,88,586,88,586,114,568,114,abc
589,89,674,89,674,111,589,111,abc
282,132,421,132,421,157,282,157,abc
105,156,596,156,596,180,105,180,abc
213,179,491,179,491,202,213,202,abc
87,231,170,231,170,256,87,256,abc
198,233,537,233,537,254,198,254,abc
200,255,656,255,656,281,200,281,abc
192,282,640,282,640,306,192,306,abc
78,317,671,317,671,341,78,341,abc
40,342,668,342,668,367,40,367,abc
78,486,166,486,166,511,78,511,abc
186,486,443,486,443,509,186,509,abc
182,517,480,517,480,542,182,542,abc
79,552,166,552,166,577,79,577,abc
172,550,670,550,670,576,172,576,abc
41,579,346,579,346,606,41,606,abc
82,613,670,613,670,639,82,639,abc
41,639,671,639,671,667,41,667,abc
42,694,525,694,525,721,42,721,abc
78,726,674,726,674,753,78,753,abc
43,754,676,754,676,783,43,783,abc
42,784,362,784,362,809,42,809,abc
44,817,119,817,119,836,44,836,abc
57,836,123,836,123,855,57,855,abc
56,854,184,854,184,873,56,873,abc
56,873,192,873,192,893,56,893,abc
403,811,557,811,557,834,403,834,abc
402,951,560,951,560,979,402,979,abc
41,369,669,369,669,395,41,395,abc
41,399,668,399,668,423,41,423,abc
41,426,668,426,668,449,41,449,abc
40,453,659,453,659,478,40,478,abc
43,671,671,671,671,693,43,693,abc
403,835,557,835,557,856,403,856,abc
