129,90,273,90,273,110,129,110,abc
317,88,610,88,610,108,317,108,abc
371,105,558,105,558,123,371,123,abc
264,153,486,153,486,172,264,172,abc
285,196,305,196,305,215,285,215,abc
303,195,332,195,332,215,303,215,abc
332,195,464,195,464,213,332,213,abc
154,240,396,240,396,262,154,262,abc
398,238,647,238,647,256,398,256,abc
112,263,273,263,273,278,112,278,abc
276,261,402,261,402,275,276,275,abc
405,258,534,258,534,273,405,273,abc
536,257,645,257,645,273,536,273,abc
111,277,233,277,233,293,111,293,abc
235,277,285,277,285,291,235,291,abc
285,274,401,274,401,289,285,289,abc
153,296,451,296,451,315,153,315,abc
453,292,643,292,643,311,453,311,abc
114,315,237,315,237,330,114,330,abc
242,312,442,312,442,327,242,327,abc
444,310,645,310,645,325,444,325,abc
113,330,291,330,291,346,113,346,abc
292,327,458,327,458,342,292,342,abc
461,326,572,326,572,341,461,341,abc
574,324,646,324,646,339,574,339,abc
111,344,240,344,240,359,111,359,abc
243,343,486,343,486,358,243,358,abc
151,363,331,363,331,383,151,383,abc
332,363,457,363,457,381,332,381,abc
459,361,560,361,560,378,459,378,abc
565,361,585,361,585,378,565,378,abc
588,360,647,360,647,377,588,377,abc
111,384,343,384,343,399,111,399,abc
346,381,547,381,547,396,346,396,abc
549,378,646,378,646,394,549,394,abc
111,399,237,399,237,417,111,417,abc
218,435,529,435,529,456,218,456,abc
109,475,448,475,448,498,109,498,abc
111,504,378,504,378,525,111,525,abc
111,524,651,524,651,550,111,550,abc
108,552,402,552,402,574,108,574,abc
110,577,653,577,653,603,110,603,abc
111,604,190,604,190,626,111,626,abc
108,629,563,629,563,651,108,651,abc
108,666,283,666,283,687,108,687,abc
283,664,417,664,417,686,283,686,abc
406,694,507,694,507,716,406,716,abc
509,692,528,692,528,714,509,714,abc
529,697,568,697,568,717,529,717,abc
566,693,591,693,591,716,566,716,abc
592,693,660,693,660,716,592,716,abc
471,720,637,720,637,741,471,741,abc
519,739,601,739,601,760,519,760,abc
501,827,629,827,629,851,501,851,abc
291,853,388,853,388,872,291,872,abc
260,870,415,870,415,905,260,905,abc
558,39,659,39,659,72,558,72,abc
106,714,149,714,149,738,106,738,abc
150,714,183,714,183,736,150,736,abc
183,710,208,710,208,733,183,733,abc
210,712,234,712,234,731,210,731,abc
234,708,271,708,271,729,234,729,abc
271,703,356,703,356,725,271,725,abc
108,735,157,735,157,755,108,755,abc
156,735,183,735,183,752,156,752,abc
196,731,231,731,231,748,196,748,abc
232,729,267,729,267,748,232,748,abc
268,726,285,726,285,745,268,745,abc
296,726,316,726,316,745,296,745,abc
318,725,362,725,362,741,318,741,abc
143,765,177,765,177,785,143,785,abc
189,760,276,760,276,781,189,781,abc
128,110,275,110,275,126,128,126,abc
267,172,467,172,467,190,267,190,abc
295,834,382,834,382,854,295,854,abc
