64,230,106,230,106,256,64,256,abc
116,230,230,230,230,254,116,254,abc
308,109,499,109,499,128,308,128,abc
308,151,371,151,371,172,308,172,abc
308,175,469,175,469,194,308,194,abc
505,231,584,231,584,257,505,257,abc
305,246,498,246,498,269,305,269,abc
309,289,496,289,496,310,309,310,abc
305,310,399,310,399,332,305,332,abc
309,333,468,333,468,355,309,355,abc
633,223,950,223,950,246,633,246,abc
633,245,861,245,861,269,633,269,abc
65,388,86,388,86,408,65,408,abc
117,385,429,385,429,409,117,409,abc
65,503,92,503,92,526,65,526,abc
118,471,301,471,301,492,118,492,abc
115,514,222,514,222,536,115,536,abc
308,422,495,422,495,445,308,445,abc
310,468,466,468,466,490,310,490,abc
310,544,498,544,498,564,310,564,abc
502,426,581,426,581,451,502,451,abc
504,471,583,471,583,495,504,495,abc
504,513,582,513,582,559,504,559,abc
505,583,584,583,584,609,505,609,abc
632,416,951,416,951,441,632,441,abc
631,440,854,440,854,464,631,464,abc
634,473,817,473,817,494,634,494,abc
631,503,954,503,954,527,631,527,abc
630,547,848,547,848,570,630,570,abc
632,574,952,574,952,598,632,598,abc
629,596,880,596,880,621,629,621,abc
500,639,521,639,521,662,500,662,abc
309,199,481,199,481,219,309,219,abc
306,268,498,268,498,288,306,288,abc
311,359,485,359,485,378,311,378,abc
114,493,303,493,303,512,114,512,abc
308,445,469,445,469,466,308,466,abc
310,492,483,492,483,514,310,514,abc
310,564,470,564,470,583,310,583,abc
310,588,472,588,472,611,310,611,abc
631,525,949,525,949,549,631,549,abc
