149,412,577,412,577,431,149,431
124,357,550,357,550,376,124,376
163,311,581,311,581,330,163,330
144,247,567,247,567,266,144,266
146,558,574,558,574,578,146,578
128,333,563,333,563,352,128,352
165,512,574,512,574,532,165,532
133,535,555,535,555,555,133,555
164,224,583,224,583,243,164,243
107,271,524,271,524,290,107,290
168,613,579,613,579,632,168,632
133,635,570,635,570,656,133,655
123,389,542,389,542,407,123,407
58,435,454,435,454,454,58,454
192,166,517,166,517,186,192,186
162,461,604,461,604,481,162,481
31,485,359,485,359,505,31,505
27,109,262,109,262,128,27,128
336,4,676,4,676,26,336,26
27,129,271,129,271,147,27,147
441,715,629,715,629,738,441,738
38,794,210,794,210,811,38,811
22,580,221,580,221,602,22,601
531,904,662,904,662,925,531,925
369,69,687,69,687,89,369,89
524,744,715,744,715,763,524,763
70,27,230,27,230,48,70,48
406,28,644,28,644,49,406,49
26,661,127,661,127,679,26,679
32,4,247,4,247,26,32,26
39,831,168,831,168,847,39,847
36,812,142,812,142,829,36,829
19,757,97,757,97,774,19,774
427,804,498,804,498,820,427,820
39,849,159,849,159,866,39,866
94,68,229,68,229,88,94,88
35,776,95,776,95,792,35,792
457,636,679,636,679,656,457,656
442,784,485,784,485,800,442,800
454,849,503,849,503,865,454,865
