139,1024,537,1024,537,1044,139,1044
198,706,584,706,584,727,198,727
164,53,552,53,552,79,164,79
184,840,579,840,579,861,184,861
199,517,585,517,585,538,199,538
186,973,570,973,570,993,186,993
181,760,562,760,562,780,181,780
156,190,527,190,527,211,156,211
81,651,440,651,440,671,81,671
68,374,438,374,438,396,68,396
141,624,522,624,522,645,141,645
119,999,516,999,516,1019,119,1019
154,920,525,920,525,941,154,941
106,217,496,217,496,237,106,237
60,162,378,162,378,184,60,183
21,103,319,103,319,129,21,129
67,678,405,678,405,700,67,700
185,457,521,457,521,482,185,482
42,891,332,891,332,914,42,914
147,137,529,137,529,158,147,158
44,946,374,946,374,966,44,966
11,421,272,421,272,447,11,447
129,350,503,350,503,370,129,370
173,572,551,572,551,592,173,592
54,489,334,489,334,512,54,512
75,269,321,269,321,290,75,290
196,787,575,787,575,807,196,807
197,296,590,296,590,317,197,317
30,323,283,323,283,343,30,343
13,545,251,545,251,564,13,564
87,812,464,812,464,832,87,832
10,598,200,598,200,618,10,618
11,731,181,731,181,753,11,753
283,1082,434,1082,434,1099,283,1099
20,865,112,865,112,885,20,885
328,22,387,22,387,46,328,46
22,243,81,243,81,262,22,262
24,1062,53,1062,53,1081,24,1081
79,569,267,570,267,589,79,589
