182,345,594,345,594,363,182,363
186,371,592,371,592,388,186,387
185,165,598,165,598,183,185,183
208,140,612,140,612,157,208,157
201,446,602,446,602,463,201,463
176,321,586,321,586,338,176,338
195,88,603,88,603,105,195,105
173,522,586,522,586,539,173,539
195,497,594,497,594,514,195,514
174,242,586,242,586,259,174,259
177,604,592,604,592,621,177,621
193,62,599,62,599,79,193,79
197,217,596,217,596,234,197,234
193,296,588,296,588,313,193,313
162,471,551,471,551,488,162,488
155,191,552,191,552,208,155,208
189,579,595,579,595,596,189,596
163,267,568,267,568,285,163,285
180,554,581,554,581,571,180,571
136,395,511,395,511,412,136,412
125,115,370,115,370,132,125,132
483,652,604,652,604,673,483,673
453,768,631,768,631,787,453,787
137,681,387,681,387,697,137,697
152,422,274,422,274,439,152,439
143,727,328,727,328,742,143,742
143,712,292,712,292,726,143,726
116,742,205,742,205,757,116,757
135,697,257,697,257,712,135,712
115,667,172,667,172,682,115,682
117,630,187,630,187,646,117,646
138,758,190,758,190,772,138,772
433,719,481,719,481,732,433,732
441,689,485,689,485,703,441,703
442,705,481,705,481,717,442,717
