161,598,590,598,590,615,161,615
189,100,593,100,593,118,189,118
185,579,583,579,583,596,185,596
144,688,510,688,510,706,144,706
149,640,538,640,538,658,149,658
128,555,506,555,506,573,128,573
124,663,475,663,475,681,124,681
89,616,351,616,351,634,89,634
257,119,474,119,474,137,257,137
312,347,502,347,502,363,312,363
98,215,265,214,265,231,98,231
317,519,502,519,502,535,317,535
97,386,222,386,222,402,97,402
107,318,293,318,293,334,107,334
93,506,297,506,297,521,93,522
108,487,292,487,292,504,108,504
522,510,635,510,635,525,522,525
515,242,638,242,638,258,515,258
98,336,291,336,291,352,98,352
518,486,650,486,650,502,518,502
537,154,649,154,649,170,537,170
338,314,475,314,475,330,338,330
176,171,269,171,269,187,176,187
520,313,654,313,654,331,520,331
521,438,629,438,629,454,521,454
514,530,569,530,569,546,514,546
146,242,274,242,274,258,146,258
523,461,628,461,628,478,523,478
519,290,627,290,627,306,519,306
517,266,629,266,629,282,517,282
349,485,475,485,475,503,349,503
521,414,630,414,630,430,521,430
515,358,570,358,570,374,515,374
429,287,496,287,496,304,429,304
530,338,637,338,637,353,530,353
167,437,261,437,261,453,167,453
316,172,400,172,400,187,316,187
327,154,385,154,385,169,327,169
430,459,491,459,491,476,430,476
154,288,279,288,279,304,154,304
98,354,148,354,148,370,98,370
149,414,268,414,268,429,149,429
436,412,489,412,489,429,436,429
433,172,482,172,482,186,433,186
151,266,274,266,274,281,151,281
157,460,274,460,274,476,157,476
331,264,386,264,386,281,331,281
329,240,385,240,385,257,329,257
432,153,480,153,480,169,432,169
433,436,492,436,492,452,433,452
330,437,382,437,382,452,330,452
101,163,129,163,129,178,101,178
331,460,384,460,384,476,331,476
331,413,384,413,384,428,331,428
434,240,490,240,490,256,434,256
331,288,383,288,383,303,331,303
430,264,494,264,494,280,430,280
100,181,132,181,132,196,100,196
445,189,477,189,477,205,445,205
347,190,369,190,369,204,347,204
