163,86,576,86,576,104,163,104
183,447,597,447,597,464,183,464
177,507,584,507,584,524,177,524
179,349,594,349,594,366,179,366
155,57,576,57,576,74,155,74
162,379,585,379,585,396,162,396
163,312,583,312,583,329,163,329
176,154,590,154,590,171,176,171
159,185,563,185,563,202,159,202
153,478,561,478,561,495,153,495
172,282,578,282,578,299,172,299
186,575,591,575,591,591,186,591
129,537,533,538,533,554,129,554
115,245,481,245,481,262,115,262
146,216,443,216,443,233,146,233
88,118,387,118,387,136,88,136
440,678,672,678,672,697,440,697
93,701,323,701,323,716,93,716
100,758,300,758,300,773,100,773
97,739,308,739,308,754,97,754
96,721,309,721,309,736,96,736
93,607,216,607,216,623,93,623
492,822,600,822,600,838,492,838
90,413,155,413,155,429,90,429
485,657,602,657,602,677,485,677
96,777,212,777,212,792,96,792
494,800,589,800,589,818,494,818
100,797,182,797,182,811,100,811
96,684,180,684,180,698,96,698
565,213,682,213,682,229,565,229
92,663,156,663,156,679,92,679
