153,392,540,392,540,407,153,407
172,288,551,288,551,304,172,304
149,308,538,308,538,324,149,323
171,503,543,503,543,519,171,519
152,372,544,372,544,388,152,388
174,815,552,815,552,831,174,831
156,523,550,523,550,538,156,538
172,747,540,747,540,764,172,764
171,647,548,647,548,663,171,663
160,666,544,666,544,682,160,682
146,767,528,767,528,783,146,782
173,352,552,352,552,369,173,369
159,542,557,542,557,558,159,558
146,704,509,704,509,720,146,720
167,437,537,437,537,453,167,453
149,561,542,561,542,576,149,576
160,685,536,685,536,701,160,701
175,604,548,604,548,620,175,620
153,580,533,581,533,596,153,596
136,264,509,264,509,280,136,280
96,623,443,623,443,638,96,638
84,854,358,854,358,873,84,873
73,325,394,325,394,341,72,341
188,245,581,245,581,262,188,262
29,108,280,108,280,125,29,125
71,455,324,455,324,470,71,470
85,787,292,787,292,806,85,806
221,205,546,205,546,221,221,221
61,409,275,409,275,425,61,425
84,476,286,476,286,494,84,494
373,97,595,97,595,113,373,113
303,183,403,183,403,201,303,201
342,76,633,76,633,94,342,93
16,72,284,72,284,88,16,88
351,140,619,140,619,156,351,156
40,90,252,90,252,106,40,106
65,722,139,722,139,737,65,737
66,832,137,832,137,846,66,846
10,147,158,147,158,163,10,163
162,138,219,138,219,154,162,154
0,221,44,221,44,234,0,234
4,242,57,242,57,256,4,256
