186,638,595,638,595,657,186,657
157,834,577,834,577,851,157,851
146,280,568,280,568,297,146,297
173,750,586,751,586,768,173,768
155,252,573,252,573,269,155,269
157,502,557,502,557,519,157,519
155,557,564,557,564,574,155,574
156,529,554,529,554,546,156,546
155,696,558,696,558,713,155,713
148,585,549,585,549,602,148,602
136,419,544,419,544,436,136,436
214,777,635,778,635,795,214,795
197,445,619,445,619,462,197,462
91,669,461,669,461,687,91,687
208,333,629,333,629,351,208,351
217,805,634,805,634,822,217,822
90,725,448,725,448,743,90,742
107,614,438,614,438,632,107,632
181,188,549,188,549,206,181,206
217,305,632,305,632,323,217,323
36,91,355,91,355,109,36,109
88,391,361,391,361,411,88,411
383,48,687,49,687,66,383,66
464,893,623,893,623,915,464,915
60,863,242,863,242,883,60,883
449,114,671,114,671,131,449,131
458,919,630,919,630,940,458,940
76,54,297,54,297,72,76,72
305,162,435,162,435,184,305,184
245,210,485,210,485,227,245,227
441,69,654,69,654,86,441,86
53,367,284,367,284,383,53,383
101,991,331,991,331,1007,101,1007
107,971,331,971,331,988,107,988
87,936,286,936,286,953,87,953
468,693,685,693,685,711,468,711
114,73,270,73,270,90,114,90
96,956,246,956,246,971,96,971
485,1027,601,1027,601,1048,485,1048
136,129,250,129,250,147,136,147
60,918,126,918,126,934,60,934
53,783,395,783,395,800,53,800
98,1014,159,1014,159,1029,98,1029
49,341,329,341,329,357,49,357
47,312,394,312,394,329,47,329
54,478,106,478,106,496,54,496
518,980,574,980,574,996,518,996
