195,320,596,320,596,339,195,339
110,368,515,369,515,387,110,387
199,402,593,402,593,421,199,421
295,238,677,238,677,258,295,258
303,263,641,263,641,282,303,282
61,286,372,286,372,305,61,305
45,449,360,449,360,468,45,468
110,425,526,425,526,444,110,444
389,554,645,554,645,575,389,575
389,530,623,530,623,552,389,552
487,98,695,98,695,118,487,118
375,24,732,25,732,46,375,46
42,344,444,344,444,362,42,362
14,147,299,147,299,164,14,164
63,72,248,72,248,93,63,93
24,542,175,542,175,558,24,558
424,677,567,677,567,697,424,697
424,50,696,50,696,71,424,71
96,121,215,121,215,142,96,142
7,22,298,23,298,45,7,44
57,48,250,48,250,70,57,70
120,213,201,213,201,233,120,233
92,168,217,168,217,185,92,185
26,525,110,525,110,540,26,540
435,505,574,505,574,528,435,527
19,505,93,505,93,522,19,522
375,429,750,429,750,447,375,447
423,347,749,347,749,366,423,366
69,315,313,315,313,337,69,337
