160,560,569,560,569,578,160,578
184,517,598,517,598,536,184,536
157,539,575,539,575,557,157,557
164,375,584,375,584,393,164,393
151,395,570,395,570,413,151,413
152,415,570,415,570,433,152,433
157,231,573,231,573,249,157,249
146,252,569,252,569,269,146,269
196,682,599,682,599,700,196,700
138,621,558,622,558,639,138,639
180,477,579,477,579,494,180,494
137,436,554,436,554,454,137,454
146,601,566,601,566,618,146,618
157,581,569,581,569,598,157,598
146,642,570,642,570,659,146,659
143,313,563,313,563,331,143,331
157,293,565,293,565,310,157,310
142,334,559,334,559,352,142,352
66,457,410,457,410,475,66,475
75,95,329,95,329,112,75,112
68,704,321,704,321,722,68,722
90,113,324,113,324,129,90,129
61,356,333,356,333,373,61,373
384,19,636,19,636,41,384,41
60,273,215,273,215,291,60,291
406,75,636,75,636,94,406,94
64,499,247,499,247,516,64,516
432,780,589,780,589,798,432,798
424,760,589,760,589,780,424,780
91,727,216,726,216,743,91,743
409,41,606,41,606,58,409,58
317,188,448,188,448,207,317,207
64,664,182,664,182,681,64,681
83,802,163,802,163,818,83,818
311,167,415,167,415,186,311,186
122,21,282,21,282,41,122,41
134,75,265,75,265,95,134,95
165,130,248,130,248,146,165,146
126,40,284,40,284,59,126,59
554,900,659,900,659,917,554,917
203,148,262,148,262,166,203,166
67,765,132,765,132,782,67,782
85,784,144,784,144,800,85,800
427,819,467,819,467,834,427,834
589,928,654,928,654,944,589,944
433,835,472,835,472,849,433,849
521,895,575,895,575,911,521,911
