632,447,951,447,951,464,632,464
636,426,946,426,946,443,636,443
630,315,932,315,932,332,630,332
630,203,944,203,944,220,630,220
635,554,915,554,915,572,635,572
635,110,928,110,928,128,635,128
634,224,945,224,945,241,634,241
632,266,949,267,949,283,632,283
632,468,955,468,955,485,632,485
634,488,913,488,913,506,634,505
634,174,868,174,868,191,634,191
633,398,925,398,925,415,633,415
639,579,899,579,899,597,639,597
628,509,952,509,952,527,628,527
632,377,945,377,945,394,632,394
109,521,288,521,288,538,109,538
104,232,292,232,292,249,104,249
637,610,936,610,936,628,637,628
633,153,937,153,937,170,633,170
630,287,791,287,791,303,630,303
633,336,946,336,946,353,633,353
631,244,955,244,955,262,631,262
106,343,293,343,293,361,106,361
109,324,284,324,284,340,109,340
630,356,950,356,950,373,630,373
108,255,254,255,254,270,108,270
638,133,947,133,947,149,638,149
104,480,293,480,293,496,104,496
108,385,252,385,252,402,108,402
106,365,291,365,291,381,106,381
299,500,470,500,470,518,299,518
630,530,709,530,709,547,630,547
301,139,463,140,463,157,301,157
299,354,460,354,460,372,299,372
105,130,281,130,281,146,105,146
104,607,272,607,272,623,104,623
304,606,454,606,454,624,304,624
110,151,195,151,195,167,110,167
297,242,462,242,462,260,297,260
176,502,277,502,277,517,176,517
499,605,575,605,575,623,499,623
499,501,577,501,577,518,499,518
501,140,578,140,578,158,501,157
499,243,578,243,578,261,499,261
497,354,577,354,577,371,497,371
57,243,91,243,91,259,57,259
56,140,92,140,92,155,56,155
57,501,93,501,93,516,57,516
57,354,93,354,93,369,57,369
57,606,93,606,93,622,57,622
496,642,515,642,515,658,496,658
116,502,162,502,162,516,116,516
