633,403,948,403,948,421,633,421
630,251,924,251,924,268,630,268
631,293,954,294,954,310,631,310
631,448,940,448,940,466,631,466
631,530,931,530,931,546,631,546
635,147,902,147,902,165,635,164
629,272,947,272,947,289,629,289
630,314,950,314,950,331,630,331
497,498,873,499,873,517,497,517
628,210,818,210,818,227,628,227
108,134,291,134,291,151,108,151
631,552,941,552,941,568,631,568
630,572,942,572,942,589,630,589
639,109,926,109,926,126,639,126
632,593,946,593,946,610,632,610
165,497,569,497,569,515,165,515
107,155,292,155,292,172,107,172
636,335,884,335,884,351,636,351
631,189,947,189,947,207,631,207
630,169,942,169,942,186,630,186
106,198,291,198,291,214,106,213
104,546,296,546,296,564,104,564
107,336,288,336,288,354,107,354
110,589,263,589,263,606,110,606
299,105,461,105,461,122,299,122
300,162,460,162,460,183,300,183
629,359,939,359,939,376,629,376
630,613,708,613,708,629,630,629
297,568,464,568,464,586,297,586
300,188,462,188,462,206,300,206
298,357,466,357,466,375,298,374
102,357,290,357,290,374,102,374
630,470,681,470,681,486,630,486
107,176,289,176,289,193,107,193
629,425,690,425,690,441,629,441
498,176,575,176,575,194,498,194
629,380,692,380,692,396,629,396
113,218,171,218,171,234,113,234
110,378,163,378,163,393,110,393
174,571,253,571,253,585,174,585
496,357,576,357,576,375,496,375
56,569,91,569,91,585,56,585
56,356,92,356,92,372,56,372
494,641,514,641,514,658,494,658
56,175,92,175,92,191,56,191
116,569,151,569,151,584,116,584
57,495,81,495,81,510,57,510
230,570,284,570,284,585,230,585
