187,238,567,238,567,255,187,255
202,278,576,278,576,295,202,295
216,476,553,476,553,492,216,492
183,300,557,300,557,317,183,317
185,448,510,448,510,466,185,466
196,530,573,530,573,546,196,546
146,506,486,506,486,523,146,523
135,217,505,217,505,234,135,234
130,323,458,323,458,339,130,339
260,185,495,185,495,203,260,203
75,70,336,70,336,90,75,90
145,138,292,138,292,162,145,162
89,693,328,694,328,708,89,708
86,675,344,675,344,692,86,692
466,640,620,640,620,684,466,684
92,261,238,261,238,277,92,277
371,49,644,49,644,68,371,68
366,106,659,106,659,123,366,123
111,428,281,428,281,445,111,445
139,92,292,92,292,107,139,107
401,766,620,766,619,783,401,783
95,725,174,725,174,742,95,741
111,383,272,383,272,402,111,402
111,403,265,403,265,422,111,422
109,108,329,108,329,125,109,125
82,636,205,636,205,656,82,656
165,52,262,52,262,69,165,69
217,357,315,357,315,377,217,377
402,71,595,71,595,87,402,87
93,711,153,711,153,727,93,727
295,404,409,404,409,421,295,421
463,683,623,683,623,698,463,698
320,425,399,425,399,442,320,442
110,360,191,360,191,376,110,376
302,380,379,380,379,399,302,399
94,662,159,662,159,677,94,677
