149,130,537,130,537,149,149,149
129,262,515,262,515,280,129,280
108,416,508,417,508,434,108,434
103,284,502,285,502,302,103,302
103,504,497,504,497,522,103,522
133,549,514,549,514,566,133,566
66,439,431,439,431,456,66,456
122,460,514,460,514,478,122,478
139,197,525,197,525,214,139,214
152,394,550,394,550,412,152,412
161,372,544,372,544,390,161,390
12,351,313,351,313,369,12,369
204,482,590,482,590,499,204,499
209,173,604,173,604,192,209,192
222,218,635,218,635,236,222,235
32,571,430,571,430,589,32,589
2,242,256,242,256,259,2,259
99,328,485,329,485,346,99,346
38,307,435,307,435,325,38,325
422,758,593,758,593,776,422,776
11,527,369,527,369,545,11,545
36,55,224,55,224,75,36,75
311,12,638,12,638,31,311,31
324,85,654,85,654,104,324,104
355,35,609,35,609,53,355,53
15,642,117,642,117,666,14,666
446,611,561,611,561,633,446,633
17,673,110,673,110,689,17,689
33,33,229,33,229,56,33,56
4,12,246,12,246,32,4,32
5,616,80,616,80,632,5,632
50,220,355,220,355,237,50,237
-1,483,193,483,193,501,-1,501
101,87,208,87,208,104,101,104
52,176,236,176,236,193,52,193
