634,167,938,167,938,185,634,185
633,567,926,567,926,584,633,584
630,434,937,434,937,451,630,451
634,609,945,609,945,626,634,626
632,333,941,333,941,351,632,351
634,456,942,456,942,472,634,472
634,517,945,518,945,534,634,534
631,232,938,232,938,249,631,249
635,538,879,539,879,555,635,555
108,383,294,383,294,399,108,399
108,342,292,342,292,358,108,358
627,189,792,189,792,206,627,206
109,321,293,321,293,338,109,338
629,396,824,396,824,412,629,412
636,375,948,375,948,392,636,392
633,497,948,497,948,513,633,513
632,588,941,588,941,605,632,605
631,476,946,476,946,493,631,493
630,274,946,274,946,291,630,291
634,354,922,354,922,371,634,371
110,282,238,282,238,298,110,298
111,404,241,404,241,420,111,420
101,483,294,483,294,501,101,501
631,253,936,254,936,270,631,270
107,239,288,239,288,257,107,257
110,363,293,363,293,379,110,379
300,247,468,247,468,268,300,268
632,294,709,294,709,311,632,311
629,119,798,119,798,136,629,136
500,149,577,149,577,173,500,173
301,374,459,375,459,392,301,392
301,495,461,495,461,513,301,513
299,348,460,348,460,372,299,372
302,272,463,273,463,290,302,290
295,583,464,583,464,601,295,601
107,262,290,262,290,278,107,278
295,470,463,470,463,495,295,495
97,584,293,584,293,602,97,602
501,201,576,201,576,218,501,218
500,261,576,261,576,279,500,279
498,584,577,584,577,601,498,601
502,117,578,117,578,134,502,134
502,173,575,173,575,195,502,195
497,470,577,470,577,495,497,495
500,373,576,374,576,391,500,391
498,347,578,347,578,369,498,369
498,492,581,492,581,512,498,512
56,261,93,261,93,277,56,277
495,643,514,643,514,659,495,659
57,484,81,484,81,499,57,499
58,583,82,583,82,599,58,599
57,361,81,361,81,377,57,377
