178,289,554,289,554,305,178,304
160,315,537,315,537,330,160,330
117,577,470,577,470,593,117,593
108,542,441,542,441,558,108,558
106,507,442,507,442,523,106,522
112,406,438,406,438,422,112,422
118,441,438,441,438,456,118,456
233,211,508,211,508,228,233,228
71,342,383,342,383,357,71,357
299,238,574,238,574,254,299,254
55,68,352,68,352,86,55,86
102,142,274,142,274,156,102,156
91,382,264,382,264,398,91,398
90,483,273,483,273,499,90,498
399,641,562,642,562,657,399,657
91,525,280,525,280,540,91,540
96,424,307,424,307,438,96,438
356,67,622,67,622,83,356,83
95,602,216,603,216,617,95,617
52,85,328,85,328,100,52,100
376,111,603,112,603,126,376,126
425,744,538,744,538,759,425,759
106,160,189,160,189,173,106,173
59,666,119,666,119,688,59,688
400,85,584,85,584,99,400,99
438,659,526,659,526,674,438,674
188,112,231,112,231,126,188,126
65,693,93,693,93,705,65,705
154,112,175,112,175,126,154,126
