108,534,497,534,497,550,108,550
101,573,498,573,498,590,101,590
129,177,505,178,505,196,129,196
124,554,520,554,520,570,124,570
134,338,517,338,517,355,134,355
121,749,505,749,505,765,121,765
78,593,483,593,483,609,78,609
211,475,618,475,618,491,211,491
50,730,412,730,412,746,50,746
222,494,627,494,627,510,222,510
133,515,540,515,540,531,133,530
44,437,449,437,449,453,44,453
130,378,526,378,526,394,130,394
241,299,647,299,647,315,241,315
30,261,430,261,430,277,30,277
33,632,390,633,390,649,33,649
165,358,546,358,546,374,165,374
83,240,479,240,479,257,83,257
340,2,657,2,657,21,340,21
25,281,413,281,413,297,25,297
183,671,589,671,588,687,183,687
188,691,595,691,595,707,188,707
364,62,664,62,664,80,364,80
13,301,381,301,381,317,13,317
18,456,418,456,418,473,18,473
40,652,430,652,430,669,40,669
51,613,463,613,463,629,51,629
56,36,229,36,228,60,56,60
48,768,457,768,457,785,48,785
83,416,473,416,473,433,83,433
266,279,670,279,670,295,266,295
30,140,260,140,260,154,30,154
269,709,671,709,671,726,269,726
1,398,164,398,164,414,1,414
348,943,503,943,503,965,348,964
128,200,255,200,255,218,128,218
65,111,225,111,225,124,65,124
17,4,262,5,262,23,17,23
276,454,669,454,669,471,276,471
33,125,260,125,260,139,33,139
384,24,615,24,615,41,384,41
70,81,217,82,217,100,70,100
24,854,110,854,110,874,24,874
336,414,700,414,700,431,336,431
339,844,521,844,521,862,339,862
321,766,696,766,696,784,321,783
360,824,492,824,492,842,360,842
0,359,214,359,214,375,0,375
342,610,700,610,700,628,342,627
58,24,231,24,231,43,58,43
3,322,43,322,43,336,3,336
2,826,68,826,68,841,2,841
22,842,107,842,107,858,22,858
