626,157,946,157,946,174,626,174
641,370,911,370,911,387,641,387
629,529,935,529,935,546,629,546
627,178,947,178,947,195,627,195
627,572,941,572,941,589,627,588
626,453,934,453,934,470,626,470
630,107,928,107,928,123,630,123
629,328,931,329,931,345,629,345
638,199,891,199,891,216,638,216
637,136,939,136,939,153,637,153
627,307,941,307,941,324,627,324
625,391,878,391,878,408,625,408
627,220,932,221,932,237,627,237
626,550,929,550,929,567,626,567
627,350,898,350,898,366,627,366
626,286,925,286,925,303,626,303
627,474,929,474,929,491,627,491
100,417,318,417,318,434,100,434
293,247,455,247,455,270,293,269
630,495,932,495,932,512,630,512
630,265,923,266,923,283,630,283
105,538,201,538,201,554,105,554
291,516,473,516,473,534,291,534
296,274,456,274,456,291,296,291
623,592,705,592,705,609,623,609
494,166,572,166,572,191,494,191
494,330,576,330,576,365,494,365
98,518,283,518,283,534,98,534
101,495,281,495,281,512,101,512
493,546,571,546,571,564,493,564
104,259,194,259,194,278,104,278
493,472,572,472,572,490,493,490
497,188,571,188,571,215,497,215
495,238,574,238,574,263,495,263
487,641,507,641,507,658,487,658
495,212,573,212,573,242,495,242
496,265,576,265,576,291,496,291
625,243,654,243,654,256,625,256
53,260,76,260,76,275,53,275
51,515,75,515,75,532,51,532
